user_id,nama,gender,usia,segmen,segmen_label,pekerjaan,kota,tier_kota,populasi_kota,lat,long,pendapatan_bulan,pengeluaran_bulan,tabungan_bulan,spending_ratio,impulse_base
BUDU00154,Uci Susanto,P,30,D,Kelas D (Menengah Bawah),Teknisi,Kediri,Kota Kecil,320000,-8.2471,112.0303,2050434,1561393,489041,0.761,0.25
BUDU00155,Putri Rahayu,P,39,E,Kelas E (Miskin),Pedagang Kaki Lima,Desa Makmur,Desa,3200,-6.367,106.9695,1276092,1249598,26494,0.979,0.15
BUDU00156,Gita Iskandar,P,28,D,Kelas D (Menengah Bawah),Karyawan Toko,Desa Rawa Indah,Desa,6500,-6.5247,106.99,2370712,1859015,511697,0.784,0.25
BUDU00157,Lutfi Nugroho,L,30,E,Kelas E (Miskin),Buruh Pabrik,Kediri,Kota Kecil,320000,-7.9172,111.6636,1265438,1238893,26545,0.979,0.15
BUDU00158,Dinda Rahayu,P,26,D,Kelas D (Menengah Bawah),Pedagang Warung,Makassar,Kota Besar,1500000,-4.8216,119.7147,2681852,2334516,347336,0.87,0.25
BUDU00159,Andi Purnomo,L,21,E,Kelas E (Miskin),Ojek Konvensional,Purwokerto,Kota Kecil,290000,-7.5246,109.1897,1455870,1351160,104710,0.928,0.15
BUDU00160,Samsul Prasetyo,L,45,B,Kelas B (Menengah Atas),Pengacara,Bekasi,Metropolitan,2700000,-6.1952,107.1176,9710636,6006766,3703870,0.619,0.55
BUDU00161,Zara Kurniawan,P,30,B,Kelas B (Menengah Atas),Pengacara,Surabaya,Kota Besar,3100000,-7.6037,112.4757,8051950,5550457,2501493,0.689,0.55
BUDU00162,Indri Budiman,P,41,C,Kelas C (Menengah),Guru Tetap,Palembang,Kota Besar,1700000,-2.5778,105.1047,6691028,4482031,2208997,0.67,0.4
BUDU00163,Firmansyah Hidayat,L,33,D,Kelas D (Menengah Bawah),Teknisi,Magelang,Kota Kecil,130000,-7.5402,109.8234,2259161,1940485,318676,0.859,0.25
BUDU00164,Gita Sutrisno,P,32,E,Kelas E (Miskin),Buruh Tani,Desa Sukamaju,Desa,5000,-6.6418,107.2949,1195108,1024819,170289,0.858,0.15
BUDU00165,Rudi Purnomo,L,39,C,Kelas C (Menengah),Sales,Tasikmalaya,Kota Kecil,700000,-7.3412,108.715,4061549,3164245,897304,0.779,0.4
BUDU00166,Hafizh Prasetyo,L,45,D,Kelas D (Menengah Bawah),Admin Kantor,Denpasar,Kota Besar,900000,-8.7207,114.9072,2586476,2101561,484915,0.813,0.25
BUDU00167,Samsul Setiawan,L,18,C,Kelas C (Menengah),Sales,Palembang,Kota Besar,1700000,-2.6858,104.8575,4664615,3497596,1167019,0.75,0.4
BUDU00168,Wahyu Kusuma,L,34,C,Kelas C (Menengah),Wirausaha Kecil,Magelang,Kota Kecil,130000,-7.6083,109.9836,3795425,2816736,978689,0.742,0.4
BUDU00169,Wahyu Iskandar,L,26,B,Kelas B (Menengah Atas),Dosen,Depok,Metropolitan,2200000,-6.5266,106.6887,11220787,6338193,4882594,0.565,0.55
BUDU00170,Maman Rajasa,L,36,A,Kelas A (Kaya),Partner Law Firm,Bogor,Metropolitan,1100000,-6.8177,107.2363,109457511,35674122,73783389,0.326,0.65
BUDU00171,Sinta Hidayat,P,42,C,Kelas C (Menengah),Staf Administrasi,Semarang,Kota Besar,1800000,-7.0426,110.8028,5546678,3456981,2089697,0.623,0.4
BUDU00172,Vina Hidayat,P,20,C,Kelas C (Menengah),PNS Golongan II,Blitar,Kota Kecil,150000,-8.4929,111.7042,5865293,4175428,1689865,0.712,0.4
BUDU00173,Yuni Sutrisno,P,35,C,Kelas C (Menengah),PNS Golongan II,Tegal,Kota Kecil,285000,-6.8198,109.4707,3740782,2301018,1439764,0.615,0.4
BUDU00174,Zulfi Gunawan,L,28,E,Kelas E (Miskin),Buruh Pabrik,Cirebon,Kota Kecil,320000,-6.5646,108.0627,1338456,1182129,156327,0.883,0.15
BUDU00175,Sari Nasution,P,25,B,Kelas B (Menengah Atas),Engineer Senior,Makassar,Kota Besar,1500000,-5.0653,119.6808,13166369,8596881,4569488,0.653,0.55
BUDU00176,Maman Hidayat,L,37,D,Kelas D (Menengah Bawah),Admin Kantor,Jombang,Kota Kecil,190000,-7.8841,112.0027,1642517,1491100,151417,0.908,0.25
BUDU00177,Ella Susanto,P,39,D,Kelas D (Menengah Bawah),Teknisi,Semarang,Kota Besar,1800000,-6.5743,110.1725,1975383,1735092,240291,0.878,0.25
BUDU00178,Hasna Kurniawan,P,31,A,Kelas A (Kaya),Pengusaha,Tangerang Selatan,Metropolitan,1700000,-5.802,107.1478,27001566,7100119,19901447,0.263,0.65
BUDU00179,Kiki Kusuma,P,25,E,Kelas E (Miskin),Ojek Konvensional,Pekalongan,Kota Kecil,310000,-6.8464,109.7656,1154096,1057252,96844,0.916,0.15
BUDU00180,Yanti Nugroho,P,35,C,Kelas C (Menengah),Guru Tetap,Blitar,Kota Kecil,150000,-8.3516,112.3951,6044486,4945588,1098898,0.818,0.4
BUDU00181,Dhea Mahendra,P,32,C,Kelas C (Menengah),Staf Administrasi,Medan,Kota Besar,2400000,3.7831,98.5475,5932285,4262424,1669861,0.719,0.4
BUDU00182,Ulfa Gunawan,P,18,E,Kelas E (Miskin),Nelayan,Magelang,Kota Kecil,130000,-7.6528,109.8666,1324681,1178607,146074,0.89,0.15
BUDU00183,Fajar Harahap,L,52,A,Kelas A (Kaya),Artis/Influencer,Tangerang Selatan,Metropolitan,1700000,-6.3741,106.906,48237182,12105867,36131315,0.251,0.65
BUDU00184,Prio Gunawan,L,36,D,Kelas D (Menengah Bawah),Pedagang Warung,Blitar,Kota Kecil,150000,-8.4942,111.894,2221459,1931559,289900,0.87,0.25
BUDU00185,Clara Prasetyo,P,40,C,Kelas C (Menengah),Wirausaha Kecil,Pekalongan,Kota Kecil,310000,-6.6932,109.9212,4993022,4074472,918550,0.816,0.4
BUDU00186,Hafizh Iskandar,L,31,B,Kelas B (Menengah Atas),Manajer,Semarang,Kota Besar,1800000,-7.4307,110.7217,12642251,8111864,4530387,0.642,0.55
BUDU00187,Ayu Rahayu,P,47,A,Kelas A (Kaya),Pengusaha,Tangerang Selatan,Metropolitan,1700000,-5.7956,106.9576,122134710,57647084,64487626,0.472,0.65
BUDU00188,Fery Kusuma,L,22,C,Kelas C (Menengah),Wirausaha Kecil,Palembang,Kota Besar,1700000,-3.203,104.7935,5801007,3861844,1939163,0.666,0.4
BUDU00189,Julia Sutrisno,P,31,E,Kelas E (Miskin),Buruh Pabrik,Tegal,Kota Kecil,285000,-6.9112,109.1232,1123212,974221,148991,0.867,0.15
BUDU00190,Tiara Santoso,P,46,E,Kelas E (Miskin),Buruh Tani,Desa Panyingkiran,Desa,3700,-6.0898,106.4354,804920,762806,42114,0.948,0.15
BUDU00191,Putra Saputra,L,34,A,Kelas A (Kaya),Notaris,Tangerang,Metropolitan,2100000,-5.8831,107.115,54021738,19521410,34500328,0.361,0.65
BUDU00192,Elisa Purnomo,P,31,C,Kelas C (Menengah),Perawat,Jombang,Kota Kecil,190000,-7.7019,112.0441,3134454,2412930,721524,0.77,0.4
BUDU00193,Galih Harahap,L,25,B,Kelas B (Menengah Atas),Pengacara,Surabaya,Kota Besar,3100000,-7.3387,112.5123,18467762,11684650,6783112,0.633,0.55
BUDU00194,Tono Yulianto,L,31,A,Kelas A (Kaya),Pengusaha,Bogor,Metropolitan,1100000,-6.4886,106.6555,63974203,18183307,45790896,0.284,0.65
BUDU00195,Agus Siregar,L,33,C,Kelas C (Menengah),Pegawai Swasta,Cirebon,Kota Kecil,320000,-6.828,108.5948,5093563,3943304,1150259,0.774,0.4
BUDU00196,Rizki Wijaya,L,31,C,Kelas C (Menengah),Wirausaha Kecil,Jakarta,Metropolitan,10500000,-6.0398,106.8079,3663098,2529693,1133405,0.691,0.4
BUDU00197,Lukman Rahayu,L,39,C,Kelas C (Menengah),Sales,Tasikmalaya,Kota Kecil,700000,-7.6492,107.9769,4836959,3077445,1759514,0.636,0.4
BUDU00198,Yuni Rajasa,P,25,B,Kelas B (Menengah Atas),Pengacara,Palembang,Kota Besar,1700000,-3.2373,104.7266,15575181,10844179,4731002,0.696,0.55
BUDU00199,Dewi Hidayat,P,25,C,Kelas C (Menengah),Guru Tetap,Denpasar,Kota Besar,900000,-8.5137,115.5347,4562913,3119629,1443284,0.684,0.4
BUDU00200,Hadi Saputra,L,20,C,Kelas C (Menengah),Perawat,Makassar,Kota Besar,1500000,-5.0131,119.7306,4426683,3041634,1385049,0.687,0.4
BUDU00201,Prio Rahayu,L,39,C,Kelas C (Menengah),Staf Administrasi,Depok,Metropolitan,2200000,-6.0053,106.4631,4267046,3036222,1230824,0.712,0.4
BUDU00202,Ivan Prasetyo,L,44,D,Kelas D (Menengah Bawah),Pedagang Warung,Palembang,Kota Besar,1700000,-3.3926,105.1578,1969742,1746398,223344,0.887,0.25
BUDU00203,Farida Lubis,P,21,D,Kelas D (Menengah Bawah),Teknisi,Pekalongan,Kota Kecil,310000,-6.4088,109.8314,2587778,1997947,589831,0.772,0.25
BUDU00204,Indri Harahap,P,42,C,Kelas C (Menengah),Perawat,Makassar,Kota Besar,1500000,-5.3109,119.2292,3317626,2660755,656871,0.802,0.4
BUDU00205,Galih Wijaya,L,40,C,Kelas C (Menengah),Wirausaha Kecil,Surabaya,Kota Besar,3100000,-6.9382,113.1319,4837060,3461379,1375681,0.716,0.4
BUDU00206,Erwin Nasution,L,33,E,Kelas E (Miskin),Ojek Konvensional,Cirebon,Kota Kecil,320000,-6.4832,108.7034,1433751,1334422,99329,0.931,0.15
BUDU00207,Nadia Wibowo,P,24,C,Kelas C (Menengah),Sales,Surabaya,Kota Besar,3100000,-7.4324,112.9384,3124462,1922547,1201915,0.615,0.4
BUDU00208,Siti Hidayat,P,20,D,Kelas D (Menengah Bawah),Driver Ojek Online,Jombang,Kota Kecil,190000,-7.8323,112.0893,1615617,1230528,385089,0.762,0.25
BUDU00209,Wati Purwanto,P,45,D,Kelas D (Menengah Bawah),Guru Honorer,Makassar,Kota Besar,1500000,-4.7489,119.5835,2649097,2380528,268569,0.899,0.25
BUDU00210,Januar Sanjaya,L,41,C,Kelas C (Menengah),Perawat,Palembang,Kota Besar,1700000,-2.6737,104.7545,5186592,3132494,2054098,0.604,0.4
BUDU00211,Oki Sanjaya,L,47,B,Kelas B (Menengah Atas),Engineer Senior,Tangerang,Metropolitan,2100000,-5.6884,106.7615,16801504,9909463,6892041,0.59,0.55
BUDU00212,Joko Rajasa,L,41,B,Kelas B (Menengah Atas),Wirausaha Menengah,Palembang,Kota Besar,1700000,-3.43,104.8426,14029080,7308549,6720531,0.521,0.55
BUDU00213,Joko Iskandar,L,34,C,Kelas C (Menengah),Sales,Bekasi,Metropolitan,2700000,-6.0671,107.0828,3257965,2594339,663626,0.796,0.4
BUDU00214,Nadia Nugroho,P,33,C,Kelas C (Menengah),Pegawai Swasta,Bogor,Metropolitan,1100000,-7.0335,107.1374,6981750,5109072,1872678,0.732,0.4
BUDU00215,Rini Purwanto,P,41,C,Kelas C (Menengah),Perawat,Bogor,Metropolitan,1100000,-6.4026,106.3882,3258747,2608134,650613,0.8,0.4
BUDU00216,Julia Harahap,P,34,B,Kelas B (Menengah Atas),Engineer Senior,Tangerang,Metropolitan,2100000,-5.8814,106.7798,14892164,9219837,5672327,0.619,0.55
BUDU00217,Deni Siregar,L,27,E,Kelas E (Miskin),Buruh Tani,Jombang,Kota Kecil,190000,-7.5415,112.363,990098,850713,139385,0.859,0.15
BUDU00218,Rizki Yulianto,L,51,E,Kelas E (Miskin),Nelayan,Jombang,Kota Kecil,190000,-7.7165,112.2109,967199,846776,120423,0.875,0.15
BUDU00219,Irwan Budiman,L,18,C,Kelas C (Menengah),Pegawai Swasta,Magelang,Kota Kecil,130000,-7.8717,110.0566,3030656,2353513,677143,0.777,0.4
BUDU00220,Mulyadi Purnomo,L,44,D,Kelas D (Menengah Bawah),Teknisi,Makassar,Kota Besar,1500000,-5.3025,119.4401,1926843,1731495,195348,0.899,0.25
BUDU00221,Galih Pratama,L,43,C,Kelas C (Menengah),Staf Administrasi,Medan,Kota Besar,2400000,3.5062,99.0798,3660815,2771556,889259,0.757,0.4
BUDU00222,Wahyu Kurniawan,L,43,C,Kelas C (Menengah),Sales,Tangerang Selatan,Metropolitan,1700000,-6.7356,106.468,5885573,3608418,2277155,0.613,0.4
BUDU00223,Fajar Iskandar,L,44,B,Kelas B (Menengah Atas),Pengacara,Denpasar,Kota Besar,900000,-8.7516,115.4638,15614638,7303777,8310861,0.468,0.55
BUDU00224,Ani Budiman,P,39,D,Kelas D (Menengah Bawah),Guru Honorer,Cirebon,Kota Kecil,320000,-7.0931,108.168,2042879,1585753,457126,0.776,0.25
BUDU00225,Andi Budiman,L,19,C,Kelas C (Menengah),Sales,Tasikmalaya,Kota Kecil,700000,-7.1557,108.2508,5135869,3588677,1547192,0.699,0.4
BUDU00226,Rudi Iskandar,L,33,C,Kelas C (Menengah),Staf Administrasi,Bandung,Kota Besar,2500000,-7.3501,107.5065,4372669,3443062,929607,0.787,0.4
BUDU00227,Januar Yulianto,L,33,C,Kelas C (Menengah),Guru Tetap,Medan,Kota Besar,2400000,3.9528,99.0888,3905116,2713340,1191776,0.695,0.4
BUDU00228,Hafizh Prasetyo,L,36,C,Kelas C (Menengah),Sales,Tegal,Kota Kecil,285000,-6.7237,108.685,4498211,3452914,1045297,0.768,0.4
BUDU00229,Nanda Prasetyo,L,18,D,Kelas D (Menengah Bawah),Karyawan Toko,Medan,Kota Besar,2400000,3.4064,98.8493,2078811,1773189,305622,0.853,0.25
BUDU00230,Widya Santoso,P,24,B,Kelas B (Menengah Atas),Engineer Senior,Tangerang Selatan,Metropolitan,1700000,-6.7592,106.7159,9175676,6340432,2835244,0.691,0.55
BUDU00231,Oscar Firmansyah,L,23,E,Kelas E (Miskin),Pedagang Kaki Lima,Tegal,Kota Kecil,285000,-7.0802,109.5403,816346,706219,110127,0.865,0.15
BUDU00232,Rizki Purwanto,L,49,D,Kelas D (Menengah Bawah),Pedagang Warung,Desa Sejahtera,Desa,4100,-5.7389,106.6895,2318071,1890473,427598,0.816,0.25
BUDU00233,Irwan Wijaya,L,22,C,Kelas C (Menengah),Pegawai Swasta,Medan,Kota Besar,2400000,3.3975,98.4315,3987629,2563317,1424312,0.643,0.4
BUDU00234,Ella Nugroho,P,40,C,Kelas C (Menengah),Staf Administrasi,Blitar,Kota Kecil,150000,-7.5986,111.8191,5179310,4038238,1141072,0.78,0.4
BUDU00235,Bella Hidayat,P,26,C,Kelas C (Menengah),Staf Administrasi,Denpasar,Kota Besar,900000,-8.7754,114.7521,6170085,4347566,1822519,0.705,0.4
BUDU00236,Yanto Nasution,L,38,B,Kelas B (Menengah Atas),Manajer,Tangerang Selatan,Metropolitan,1700000,-6.656,107.0009,11594989,5579569,6015420,0.481,0.55
BUDU00237,Hadi Rahayu,L,22,C,Kelas C (Menengah),Staf Administrasi,Tangerang,Metropolitan,2100000,-5.9156,106.6321,4850702,3233179,1617523,0.667,0.4
BUDU00238,Udin Lubis,L,30,D,Kelas D (Menengah Bawah),Admin Kantor,Cirebon,Kota Kecil,320000,-6.5063,108.9468,2266913,1875908,391005,0.828,0.25
BUDU00239,Rina Kurniawan,P,48,B,Kelas B (Menengah Atas),Arsitek,Semarang,Kota Besar,1800000,-7.49,110.5605,9606168,5039480,4566688,0.525,0.55
BUDU00240,Wulan Pratama,P,53,E,Kelas E (Miskin),Ojek Konvensional,Cirebon,Kota Kecil,320000,-6.7552,108.74,954521,901022,53499,0.944,0.15
BUDU00241,Ella Hartono,P,40,C,Kelas C (Menengah),PNS Golongan II,Palembang,Kota Besar,1700000,-2.5187,104.2843,4333629,3551498,782131,0.82,0.4
BUDU00242,Agus Susanto,L,42,B,Kelas B (Menengah Atas),Manajer,Bogor,Metropolitan,1100000,-7.0914,107.2431,17843879,11696335,6147544,0.655,0.55
BUDU00243,Ani Hidayat,P,33,B,Kelas B (Menengah Atas),Dokter,Semarang,Kota Besar,1800000,-7.0861,109.9863,16400943,8810671,7590272,0.537,0.55
BUDU00244,Prita Wijaya,P,18,C,Kelas C (Menengah),Perawat,Bekasi,Metropolitan,2700000,-6.658,106.9902,3403764,2637214,766550,0.775,0.4
BUDU00245,Irwan Rajasa,L,28,E,Kelas E (Miskin),Asisten Rumah Tangga,Desa Panyingkiran,Desa,3700,-6.5477,106.5662,962669,821025,141644,0.853,0.15
BUDU00246,Nadia Nasution,P,22,B,Kelas B (Menengah Atas),Wirausaha Menengah,Bandung,Kota Besar,2500000,-7.2946,108.0078,9790164,5636892,4153272,0.576,0.55
BUDU00247,Dinda Kusuma,P,24,C,Kelas C (Menengah),Guru Tetap,Yogyakarta,Kota Besar,420000,-8.0056,110.4328,5855810,3668020,2187790,0.626,0.4
BUDU00248,Candra Sanjaya,L,46,B,Kelas B (Menengah Atas),Pengacara,Jakarta,Metropolitan,10500000,-5.9602,106.6632,17709115,7969698,9739417,0.45,0.55
BUDU00249,Fitri Rahayu,P,47,B,Kelas B (Menengah Atas),Dokter,Tangerang Selatan,Metropolitan,1700000,-6.5399,106.9513,14582464,7715108,6867356,0.529,0.55
BUDU00250,Eko Firmansyah,L,46,B,Kelas B (Menengah Atas),Engineer Senior,Depok,Metropolitan,2200000,-6.4687,107.2041,14433519,7856590,6576929,0.544,0.55
BUDU00251,Tono Yulianto,L,33,C,Kelas C (Menengah),Wirausaha Kecil,Denpasar,Kota Besar,900000,-9.1661,114.8796,6720683,5086684,1633999,0.757,0.4
BUDU00252,Galih Gunawan,L,39,D,Kelas D (Menengah Bawah),Teknisi,Magelang,Kota Kecil,130000,-7.1979,110.3618,2915973,2210866,705107,0.758,0.25
BUDU00253,Mulyadi Susanto,L,30,C,Kelas C (Menengah),Wirausaha Kecil,Semarang,Kota Besar,1800000,-7.4903,110.7793,3835530,2458287,1377243,0.641,0.4
BUDU00254,Zara Purnomo,P,40,B,Kelas B (Menengah Atas),Manajer,Jakarta,Metropolitan,10500000,-5.9126,107.0996,13139663,6030904,7108759,0.459,0.55
BUDU00255,Bella Susanto,P,29,E,Kelas E (Miskin),Nelayan,Desa Panyingkiran,Desa,3700,-6.5008,107.1902,1251382,1110430,140952,0.887,0.15
BUDU00256,Sari Nasution,P,25,C,Kelas C (Menengah),Perawat,Tegal,Kota Kecil,285000,-6.4583,109.4785,6341920,4794899,1547021,0.756,0.4
BUDU00257,Januar Gunawan,L,42,C,Kelas C (Menengah),Staf Administrasi,Bandung,Kota Besar,2500000,-6.454,107.6381,4066700,3046199,1020501,0.749,0.4
BUDU00258,Maman Hidayat,L,21,C,Kelas C (Menengah),Perawat,Surabaya,Kota Besar,3100000,-6.9873,113.0593,6428518,4027117,2401401,0.626,0.4
BUDU00259,Vino Santoso,L,37,C,Kelas C (Menengah),Sales,Semarang,Kota Besar,1800000,-7.4918,110.2201,3893053,2889505,1003548,0.742,0.4
BUDU00260,Prita Wahyudi,P,45,B,Kelas B (Menengah Atas),Manajer,Makassar,Kota Besar,1500000,-5.2497,119.2356,14879905,6940341,7939564,0.466,0.55
BUDU00261,Vina Wibowo,P,27,A,Kelas A (Kaya),Konsultan Senior,Jakarta,Metropolitan,10500000,-6.4696,106.8763,107313496,47785326,59528170,0.445,0.65
BUDU00262,Mulyadi Gunawan,L,32,A,Kelas A (Kaya),Investor,Bekasi,Metropolitan,2700000,-5.8877,106.8047,45458300,15131759,30326541,0.333,0.65
BUDU00263,Intan Prasetyo,P,39,B,Kelas B (Menengah Atas),Manajer,Tangerang Selatan,Metropolitan,1700000,-6.4962,106.6804,17528182,11788321,5739861,0.673,0.55
BUDU00264,Wulan Harahap,P,35,C,Kelas C (Menengah),PNS Golongan II,Cirebon,Kota Kecil,320000,-6.9301,108.8134,4790693,3247797,1542896,0.678,0.4
BUDU00265,Januar Iskandar,L,39,C,Kelas C (Menengah),Staf Administrasi,Makassar,Kota Besar,1500000,-5.1891,119.4936,4838659,3822887,1015772,0.79,0.4
BUDU00266,Ayu Hartono,P,49,B,Kelas B (Menengah Atas),Arsitek,Semarang,Kota Besar,1800000,-6.5326,110.1172,13854024,9529594,4324430,0.688,0.55
BUDU00267,Ulfa Wahyudi,P,30,C,Kelas C (Menengah),Guru Tetap,Pekalongan,Kota Kecil,310000,-6.7663,110.1565,6677549,4285809,2391740,0.642,0.4
BUDU00268,Maman Wahyudi,L,28,C,Kelas C (Menengah),Perawat,Bogor,Metropolitan,1100000,-6.2429,107.0791,6811587,4551502,2260085,0.668,0.4
BUDU00269,Dinda Rajasa,P,38,C,Kelas C (Menengah),PNS Golongan II,Makassar,Kota Besar,1500000,-5.6387,119.2897,6420827,5160821,1260006,0.804,0.4
BUDU00270,Nanang Prasetyo,L,26,B,Kelas B (Menengah Atas),Dosen,Tangerang Selatan,Metropolitan,1700000,-6.358,106.2396,13690887,7806852,5884035,0.57,0.55
BUDU00271,Kiki Wijaya,P,54,E,Kelas E (Miskin),Nelayan,Tasikmalaya,Kota Kecil,700000,-7.2152,107.809,831437,710247,121190,0.854,0.15
BUDU00272,Wati Gunawan,P,52,A,Kelas A (Kaya),Pengusaha,Depok,Metropolitan,2200000,-6.4869,107.1415,52630179,27403004,25227175,0.521,0.65
BUDU00273,Fery Firmansyah,L,28,B,Kelas B (Menengah Atas),Engineer Senior,Bandung,Kota Besar,2500000,-7.2693,107.7986,7506089,3799752,3706337,0.506,0.55
BUDU00274,Rudi Susanto,L,26,C,Kelas C (Menengah),Wirausaha Kecil,Kediri,Kota Kecil,320000,-7.4224,112.4577,6358638,5063783,1294855,0.796,0.4
BUDU00275,Dinda Wibowo,P,37,B,Kelas B (Menengah Atas),Manajer,Yogyakarta,Kota Besar,420000,-7.964,110.7245,9657991,4846080,4811911,0.502,0.55
BUDU00276,Gilang Setiawan,L,32,D,Kelas D (Menengah Bawah),Karyawan Toko,Denpasar,Kota Besar,900000,-8.8383,115.4062,1642579,1447261,195318,0.881,0.25
BUDU00277,Tono Nasution,L,29,B,Kelas B (Menengah Atas),Engineer Senior,Palembang,Kota Besar,1700000,-2.9294,104.8074,12527966,7486810,5041156,0.598,0.55
BUDU00278,Fery Hidayat,L,24,C,Kelas C (Menengah),Staf Administrasi,Medan,Kota Besar,2400000,3.9779,98.2241,4216794,2707376,1509418,0.642,0.4
BUDU00279,Intan Purnomo,P,45,D,Kelas D (Menengah Bawah),Pedagang Warung,Tegal,Kota Kecil,285000,-6.6568,109.457,2133943,1666341,467602,0.781,0.25
BUDU00280,Uci Kurniawan,P,25,D,Kelas D (Menengah Bawah),Karyawan Toko,Blitar,Kota Kecil,150000,-7.9373,111.7471,2643724,2227508,416216,0.843,0.25
BUDU00281,Eko Gunawan,L,53,E,Kelas E (Miskin),Asisten Rumah Tangga,Desa Cikaret,Desa,2800,-5.7508,106.9322,829695,719256,110439,0.867,0.15
BUDU00282,Vino Sutrisno,L,31,E,Kelas E (Miskin),Pedagang Kaki Lima,Blitar,Kota Kecil,150000,-8.4181,111.7668,1453047,1386871,66176,0.954,0.15
BUDU00283,Ayu Wijaya,P,39,C,Kelas C (Menengah),Pegawai Swasta,Palembang,Kota Besar,1700000,-2.811,104.4327,3780962,2367458,1413504,0.626,0.4
BUDU00284,Siti Gunawan,P,28,C,Kelas C (Menengah),Guru Tetap,Yogyakarta,Kota Besar,420000,-7.389,109.8856,3652141,2819737,832404,0.772,0.4
BUDU00285,Wati Wijaya,P,34,E,Kelas E (Miskin),Asisten Rumah Tangga,Purwokerto,Kota Kecil,290000,-7.2154,109.2768,964481,887608,76873,0.92,0.15
BUDU00286,Maya Hidayat,P,22,C,Kelas C (Menengah),Sales,Semarang,Kota Besar,1800000,-7.2665,110.7996,6200013,4823200,1376813,0.778,0.4
BUDU00287,Samsul Sutrisno,L,34,D,Kelas D (Menengah Bawah),Karyawan Toko,Kediri,Kota Kecil,320000,-7.7448,112.344,1606337,1452185,154152,0.904,0.25
BUDU00288,Erwin Gunawan,L,18,D,Kelas D (Menengah Bawah),Pedagang Warung,Desa Cikaret,Desa,2800,-6.0787,106.634,2086023,1824350,261673,0.875,0.25
BUDU00289,Erwin Iskandar,L,20,C,Kelas C (Menengah),Wirausaha Kecil,Medan,Kota Besar,2400000,3.1518,98.5461,4333850,3500792,833058,0.808,0.4
BUDU00290,Gita Sanjaya,P,43,B,Kelas B (Menengah Atas),Manajer,Tangerang,Metropolitan,2100000,-6.3923,106.4165,17208494,9602421,7606073,0.558,0.55
BUDU00291,Fery Gunawan,L,21,E,Kelas E (Miskin),Nelayan,Bandung,Kota Besar,2500000,-6.6796,107.8237,1183449,1070968,112481,0.905,0.15
BUDU00292,Deni Saputra,L,31,C,Kelas C (Menengah),Sales,Yogyakarta,Kota Besar,420000,-7.6388,110.838,5960645,4367962,1592683,0.733,0.4
BUDU00293,Dinda Firmansyah,P,31,D,Kelas D (Menengah Bawah),Guru Honorer,Purwokerto,Kota Kecil,290000,-7.2731,109.0099,2543696,1914306,629390,0.753,0.25
BUDU00294,Rini Santoso,P,39,D,Kelas D (Menengah Bawah),Karyawan Toko,Cirebon,Kota Kecil,320000,-6.3659,108.999,2375335,1824267,551068,0.768,0.25
BUDU00295,Rudi Firmansyah,L,38,C,Kelas C (Menengah),Pegawai Swasta,Makassar,Kota Besar,1500000,-5.2395,118.9481,5500819,4005937,1494882,0.728,0.4
BUDU00296,Sari Purwanto,P,37,C,Kelas C (Menengah),Perawat,Palembang,Kota Besar,1700000,-2.4991,104.3773,5468996,3291408,2177588,0.602,0.4
BUDU00297,Ella Mahendra,P,31,D,Kelas D (Menengah Bawah),Guru Honorer,Jombang,Kota Kecil,190000,-7.6094,112.7252,1888067,1489608,398459,0.789,0.25
BUDU00298,Prio Pratama,L,20,C,Kelas C (Menengah),Wirausaha Kecil,Tangerang,Metropolitan,2100000,-6.6565,106.3886,3797081,2457355,1339726,0.647,0.4
BUDU00299,Tari Budiman,P,33,E,Kelas E (Miskin),Nelayan,Cirebon,Kota Kecil,320000,-6.8598,108.3853,950741,917508,33233,0.965,0.15
BUDU00300,Deni Saputra,L,31,C,Kelas C (Menengah),Guru Tetap,Depok,Metropolitan,2200000,-6.1318,106.7217,4013428,2590137,1423291,0.645,0.4
BUDU00301,Zulfi Santoso,L,42,C,Kelas C (Menengah),Perawat,Makassar,Kota Besar,1500000,-5.2364,119.8064,5665852,4194713,1471139,0.74,0.4
BUDU00302,Oscar Setiawan,L,39,C,Kelas C (Menengah),Sales,Yogyakarta,Kota Besar,420000,-7.8517,109.8914,4677558,3116330,1561228,0.666,0.4
BUDU00303,Fajar Prasetyo,L,21,E,Kelas E (Miskin),Asisten Rumah Tangga,Desa Makmur,Desa,3200,-6.2912,107.224,1335108,1154260,180848,0.865,0.15
BUDU00304,Rudi Kusuma,L,50,E,Kelas E (Miskin),Nelayan,Purwokerto,Kota Kecil,290000,-7.1158,108.7505,1369887,1329055,40832,0.97,0.15
BUDU00305,Ella Budiman,P,27,C,Kelas C (Menengah),Perawat,Denpasar,Kota Besar,900000,-8.9544,115.5219,6314222,4880885,1433337,0.773,0.4
BUDU00306,Kukuh Hartono,L,46,D,Kelas D (Menengah Bawah),Teknisi,Purwokerto,Kota Kecil,290000,-7.0927,109.0914,1653851,1387038,266813,0.839,0.25
BUDU00307,Gita Hartono,P,38,C,Kelas C (Menengah),Staf Administrasi,Makassar,Kota Besar,1500000,-5.1885,119.3438,4756842,3609608,1147234,0.759,0.4
BUDU00308,Maman Lubis,L,18,D,Kelas D (Menengah Bawah),Pedagang Warung,Surabaya,Kota Besar,3100000,-7.4607,112.7935,2578109,2084889,493220,0.809,0.25
